entity_id,slug,name,entity_type,vertical,tier,noindex,path,last_verified,source_count,filename
mfg-015,larsen-toubro-l-t-defence-mfg-015,Larsen & Toubro Limited (Defence),manufacturer,counter-uas,A,false,/research/counter-uas/manufacturer/larsen-toubro-l-t-defence-mfg-015/,2026-08-29,7,larsen-toubro-l-t-defence-mfg-015.json
larsen-toubro-space,larsen-toubro-space,Larsen & Toubro Space,company,space,B,false,/research/space/company/larsen-toubro-space/,2026-08-30,1,larsen-toubro-space.json
cus-029,leonardo-falcon-shield-cus-029,Leonardo Falcon Shield,system,counter-uas,C,true,/research/counter-uas/system/leonardo-falcon-shield-cus-029/,2026-08-29,0,leonardo-falcon-shield-cus-029.json
mfg-025,leonardo-mfg-025,Leonardo,manufacturer,counter-uas,C,true,/research/counter-uas/manufacturer/leonardo-mfg-025/,2026-08-29,0,leonardo-mfg-025.json
lnt-defence,lnt-defence,Larsen & Toubro Defence,company,military-aerospace,A,false,/research/military-aerospace/company/lnt-defence/,2026-08-29,7,lnt-defence.json
mae-005,lockheed-c-130j-30-india-mae-005,Lockheed Martin C-130J-30 (India),platform,military-aerospace,A,false,/research/military-aerospace/entity/lockheed-c-130j-30-india-mae-005/,2026-08-29,4,lockheed-c-130j-30-india-mae-005.json
cus-037,lockheed-martin-athena-cus-037,Lockheed Martin ATHENA,system,counter-uas,C,true,/research/counter-uas/system/lockheed-martin-athena-cus-037/,2026-08-29,0,lockheed-martin-athena-cus-037.json
mfg-030,lockheed-martin-mfg-030,Lockheed Martin,manufacturer,counter-uas,C,true,/research/counter-uas/manufacturer/lockheed-martin-mfg-030/,2026-08-29,0,lockheed-martin-mfg-030.json
lockheed-martin-space,lockheed-martin-space,Lockheed Martin Space,company,space,B,false,/research/space/company/lockheed-martin-space/,2026-08-30,1,lockheed-martin-space.json
lockheed,lockheed,Lockheed Martin Aeronautics,company,military-aerospace,B,false,/research/military-aerospace/company/lockheed/,2026-08-29,5,lockheed.json
lvm3,lvm3,LVM3 (Launch Vehicle Mark 3 / GSLV Mk III),platform,space,A,false,/research/space/entity/lvm3/,2026-08-30,4,lvm3.json
maareech,maareech,Maareech,platform,defence,C,true,/research/pillars/defence/entity/maareech/,2026-08-30,1,maareech.json
mahindra-aero,mahindra-aero,Mahindra Aerospace,company,military-aerospace,B,false,/research/military-aerospace/company/mahindra-aero/,2026-08-29,2,mahindra-aero.json
mahindra-defence,mahindra-defence,Mahindra Defence Systems Limited,company,military-aerospace,B,false,/research/military-aerospace/company/mahindra-defence/,2026-08-29,4,mahindra-defence.json
maini-precision,maini-precision,Maini Precision Products Limited,company,military-aerospace,B,false,/research/military-aerospace/company/maini-precision/,2026-08-29,1,maini-precision.json
manastu-space,manastu-space,Manastu Space,company,space,B,false,/research/space/company/manastu-space/,2026-08-30,1,manastu-space.json
maxar,maxar,Maxar,company,space,B,false,/research/space/company/maxar/,2026-08-30,1,maxar.json
mfg-034,mbda-mfg-034,MBDA,manufacturer,counter-uas,C,true,/research/counter-uas/manufacturer/mbda-mfg-034/,2026-08-29,0,mbda-mfg-034.json
cus-042,mbda-sky-warden-cus-042,MBDA Sky Warden,system,counter-uas,C,true,/research/counter-uas/system/mbda-sky-warden-cus-042/,2026-08-29,0,mbda-sky-warden-cus-042.json
mfr-001,mfr-001,DRDO Aeronautical Development Establishment,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-001/,2026-08-30,1,mfr-001.json
mfr-002,mfr-002,DRDO Research and Development Establishment,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-002/,2026-08-30,1,mfr-002.json
mfr-003,mfr-003,Hindustan Aeronautics Limited,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-003/,2026-08-30,1,mfr-003.json
mfr-004,mfr-004,Bharat Electronics Limited,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-004/,2026-08-30,1,mfr-004.json
mfr-005,mfr-005,ideaForge Technology,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-005/,2026-08-30,1,mfr-005.json
mfr-006,mfr-006,Adani Defence & Aerospace,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-006/,2026-08-30,1,mfr-006.json
mfr-007,mfr-007,Garuda Aerospace,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-007/,2026-08-30,1,mfr-007.json
mfr-008,mfr-008,NewSpace Research & Technologies,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-008/,2026-08-30,1,mfr-008.json
mfr-009,mfr-009,Solar Industries India,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-009/,2026-08-30,1,mfr-009.json
mfr-010,mfr-010,Zen Technologies,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-010/,2026-08-30,1,mfr-010.json
mfr-011,mfr-011,Dhaksha Unmanned Systems,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-011/,2026-08-30,1,mfr-011.json
mfr-012,mfr-012,Israel Aerospace Industries,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-012/,2026-08-30,1,mfr-012.json
mfr-013,mfr-013,General Atomics Aeronautical Systems,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-013/,2026-08-30,1,mfr-013.json
mfr-014,mfr-014,Boeing Insitu,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-014/,2026-08-30,1,mfr-014.json
mfr-015,mfr-015,Elbit Systems,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-015/,2026-08-30,1,mfr-015.json
mfr-016,mfr-016,Aeronautics Defense,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-016/,2026-08-30,1,mfr-016.json
mfr-017,mfr-017,DJI,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-017/,2026-08-30,1,mfr-017.json
mfr-018,mfr-018,Baykar,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-018/,2026-08-30,1,mfr-018.json
mfr-019,mfr-019,L&T Defence,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-019/,2026-08-30,1,mfr-019.json
mfr-020,mfr-020,Paras Defence & Space Technologies,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-020/,2026-08-30,1,mfr-020.json
mfr-021,mfr-021,Tata Advanced Systems Limited,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-021/,2026-08-30,1,mfr-021.json
mfr-022,mfr-022,Asteria Aerospace,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-022/,2026-08-30,1,mfr-022.json
mfr-023,mfr-023,Raphe mPhibr,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-023/,2026-08-30,1,mfr-023.json
mfr-024,mfr-024,RattanIndia Enterprises / NeoSky,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-024/,2026-08-30,1,mfr-024.json
mfr-025,mfr-025,Alpha Design Technologies,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-025/,2026-08-30,1,mfr-025.json
mfr-026,mfr-026,Kadet Defence Systems,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-026/,2026-08-30,1,mfr-026.json
mfr-027,mfr-027,TechEagle,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-027/,2026-08-30,1,mfr-027.json
mfr-028,mfr-028,Redwing Labs,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-028/,2026-08-30,1,mfr-028.json
mfr-029,mfr-029,Zuppa Geo Navigation,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-029/,2026-08-30,1,mfr-029.json
mfr-030,mfr-030,Throttle Aerospace,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-030/,2026-08-30,1,mfr-030.json
mfr-031,mfr-031,Kotai Electronics,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-031/,2026-08-30,1,mfr-031.json
mfr-032,mfr-032,Apollyon Dynamics,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-032/,2026-08-30,1,mfr-032.json
mfr-033,mfr-033,IIT Madras / NCCRD,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-033/,2026-08-30,1,mfr-033.json
mfr-034,mfr-034,NAL,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-034/,2026-08-30,1,mfr-034.json
mfr-035,mfr-035,CSIR-NAL,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-035/,2026-08-30,1,mfr-035.json
mfr-036,mfr-036,Bharat Electronics Limited,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-036/,2026-08-30,1,mfr-036.json
mfr-037,mfr-037,Economic Explosives Ltd,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-037/,2026-08-30,1,mfr-037.json
mfr-038,mfr-038,Raphe mPhibr Noida,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-038/,2026-08-30,1,mfr-038.json
mfr-039,mfr-039,Safran Electronics India,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-039/,2026-08-30,1,mfr-039.json
mfr-040,mfr-040,Honeywell Aerospace India,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-040/,2026-08-30,1,mfr-040.json
mfr-041,mfr-041,Cobham plc,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-041/,2026-08-30,1,mfr-041.json
mfr-042,mfr-042,SAAB,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-042/,2026-08-30,1,mfr-042.json
mfr-043,mfr-043,Thales,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-043/,2026-08-30,1,mfr-043.json
mfr-044,mfr-044,Leonardo,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-044/,2026-08-30,1,mfr-044.json
mfr-045,mfr-045,MBDA,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-045/,2026-08-30,1,mfr-045.json
mfr-046,mfr-046,IMI,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-046/,2026-08-30,1,mfr-046.json
mfr-047,mfr-047,Rafael,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-047/,2026-08-30,1,mfr-047.json
mfr-048,mfr-048,Hanwha Systems,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-048/,2026-08-30,1,mfr-048.json
mfr-049,mfr-049,LIG Nex1,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-049/,2026-08-30,1,mfr-049.json
mfr-050,mfr-050,Aselsan,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-050/,2026-08-30,1,mfr-050.json
mfr-051,mfr-051,Fırat Elektronik,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-051/,2026-08-30,1,mfr-051.json
mfr-052,mfr-052,QinetiQ,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-052/,2026-08-30,1,mfr-052.json
mfr-053,mfr-053,Mitsubishi Electric,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-053/,2026-08-30,1,mfr-053.json
mfr-054,mfr-054,Tata Motors,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-054/,2026-08-30,1,mfr-054.json
mfr-055,mfr-055,Mahindra Defence Systems,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-055/,2026-08-30,1,mfr-055.json
mfr-056,mfr-056,Bharat Forge,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-056/,2026-08-30,1,mfr-056.json
mfr-057,mfr-057,Godrej & Boyce,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-057/,2026-08-30,1,mfr-057.json
mfr-058,mfr-058,Ashok Leyland,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-058/,2026-08-30,1,mfr-058.json
mfr-059,mfr-059,Kalyani Group,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-059/,2026-08-30,1,mfr-059.json
mfr-060,mfr-060,Adani Group,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-060/,2026-08-30,1,mfr-060.json
mfr-061,mfr-061,Reliance Defence,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-061/,2026-08-30,1,mfr-061.json
mfr-062,mfr-062,Sunnyvale Advanced Defence,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-062/,2026-08-30,1,mfr-062.json
mfr-063,mfr-063,Sagar Defence Engineering,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-063/,2026-08-30,1,mfr-063.json
mfr-064,mfr-064,Cyient,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-064/,2026-08-30,1,mfr-064.json
mfr-065,mfr-065,HCL Technologies,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-065/,2026-08-30,1,mfr-065.json
mfr-066,mfr-066,Wipro,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-066/,2026-08-30,1,mfr-066.json
mfr-067,mfr-067,Tech Mahindra,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-067/,2026-08-30,1,mfr-067.json
mfr-068,mfr-068,Larsen & Toubro Technology Services,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-068/,2026-08-30,1,mfr-068.json
mfr-069,mfr-069,BEL Opto Systems,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-069/,2026-08-30,1,mfr-069.json
mfr-070,mfr-070,SAL Electro Systems,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-070/,2026-08-30,1,mfr-070.json
mfr-071,mfr-071,Data Patterns,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-071/,2026-08-30,1,mfr-071.json
mfr-072,mfr-072,Centum Electronics,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-072/,2026-08-30,1,mfr-072.json
mfr-073,mfr-073,Ruttonsha International,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-073/,2026-08-30,1,mfr-073.json
mfr-074,mfr-074,Ample Communications,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-074/,2026-08-30,1,mfr-074.json
mfr-075,mfr-075,Hindustan Electronics,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-075/,2026-08-30,1,mfr-075.json
mfr-076,mfr-076,ECIL,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-076/,2026-08-30,1,mfr-076.json
mfr-077,mfr-077,Bharat Electronics Limited,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-077/,2026-08-30,1,mfr-077.json
mfr-078,mfr-078,Mistral Solutions,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-078/,2026-08-30,1,mfr-078.json
mfr-079,mfr-079,Smartsoc Technologies,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-079/,2026-08-30,1,mfr-079.json
mfr-080,mfr-080,SFO Technologies,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-080/,2026-08-30,1,mfr-080.json
mfr-081,mfr-081,Bharat Electronics Limited Bengaluru,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-081/,2026-08-30,1,mfr-081.json
mfr-082,mfr-082,HAL Design,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-082/,2026-08-30,1,mfr-082.json
mfr-083,mfr-083,HAL Manufacturing,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-083/,2026-08-30,1,mfr-083.json
mfr-084,mfr-084,HAL Systems,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-084/,2026-08-30,1,mfr-084.json
mfr-085,mfr-085,DRDO LRDE,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-085/,2026-08-30,1,mfr-085.json
mfr-086,mfr-086,DRDO RCI,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-086/,2026-08-30,1,mfr-086.json
mfr-087,mfr-087,DRDO CHESS,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-087/,2026-08-30,1,mfr-087.json
mfr-088,mfr-088,DRDO LASTEC,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-088/,2026-08-30,1,mfr-088.json
mfr-089,mfr-089,DRDO DEAL,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-089/,2026-08-30,1,mfr-089.json
mfr-090,mfr-090,DRDO DRL,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-090/,2026-08-30,1,mfr-090.json
mfr-091,mfr-091,DRDO DMRL,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-091/,2026-08-30,1,mfr-091.json
mfr-092,mfr-092,DRDO DMSRDE,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-092/,2026-08-30,1,mfr-092.json
mfr-093,mfr-093,DRDO INMAS,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-093/,2026-08-30,1,mfr-093.json
mfr-094,mfr-094,DRDO SSPL,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-094/,2026-08-30,1,mfr-094.json
mfr-095,mfr-095,DRDO SPL,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-095/,2026-08-30,1,mfr-095.json
mfr-096,mfr-096,DRDO ASL,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-096/,2026-08-30,1,mfr-096.json
mfr-097,mfr-097,DRDO DRL,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-097/,2026-08-30,1,mfr-097.json
mfr-098,mfr-098,DRDO DMSRDE,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-098/,2026-08-30,1,mfr-098.json
mfr-099,mfr-099,DRDO DMRL,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-099/,2026-08-30,1,mfr-099.json
mfr-100,mfr-100,DRDO LRDE,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-100/,2026-08-30,1,mfr-100.json
mfr-101,mfr-101,DRDO RCI,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-101/,2026-08-30,1,mfr-101.json
mfr-102,mfr-102,DRDO DEAL,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-102/,2026-08-30,1,mfr-102.json
mfr-103,mfr-103,DRDO CHESS,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-103/,2026-08-30,1,mfr-103.json
mfr-104,mfr-104,DRDO LASTEC,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-104/,2026-08-30,1,mfr-104.json
mfr-105,mfr-105,DRDO INMAS,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-105/,2026-08-30,1,mfr-105.json
mfr-106,mfr-106,DRDO SSPL,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-106/,2026-08-30,1,mfr-106.json
mfr-107,mfr-107,DRDO SPL,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-107/,2026-08-30,1,mfr-107.json
mfr-108,mfr-108,DRDO ASL,manufacturer,drones-uas,B,false,/research/drones-uas/company/mfr-108/,2026-08-30,1,mfr-108.json
midhani,midhani,Mishra Dhatu Nigam Limited (MIDHANI),company,military-aerospace,A,false,/research/military-aerospace/company/midhani/,2026-08-29,5,midhani.json
moog-liebherr,moog-liebherr,Moog Inc. & Liebherr-Aerospace,company,military-aerospace,C,true,/research/military-aerospace/company/moog-liebherr/,2026-08-29,2,moog-liebherr.json
def-006,mrsam-def-006,MRSAM (Medium Range Surface-to-Air Missile),platform,defence,A,false,/research/pillars/defence/entity/mrsam-def-006/,2026-08-29,4,mrsam-def-006.json
mta,mta,Indo-Russian Multirole Transport Aircraft (MTA / IL-214),platform,military-aerospace,B,false,/research/military-aerospace/platform/mta/,2026-08-29,3,mta.json
mtar-technologies,mtar-technologies,MTAR Technologies,company,space,B,false,/research/space/company/mtar-technologies/,2026-08-30,1,mtar-technologies.json
nag,nag,NAG ATGM,platform,defence,C,true,/research/pillars/defence/entity/nag/,2026-08-30,1,nag.json
nal,nal,CSIR-National Aerospace Laboratories (CSIR-NAL),company,military-aerospace,A,false,/research/military-aerospace/company/nal/,2026-08-29,5,nal.json
navic,navic,NavIC (Navigation with Indian Constellation),platform,space,A,false,/research/space/entity/navic/,2026-08-30,4,navic.json
newspace-research,newspace-research,NewSpace Research,company,space,B,false,/research/space/company/newspace-research/,2026-08-30,1,newspace-research.json
nirbhay,nirbhay,Nirbhay,platform,defence,C,true,/research/pillars/defence/entity/nirbhay/,2026-08-30,1,nirbhay.json
no1-brd-kanpur,no1-brd-kanpur,"No. 1 Base Repair Depot, IAF (Kanpur)",company,military-aerospace,B,false,/research/military-aerospace/company/no1-brd-kanpur/,2026-08-29,5,no1-brd-kanpur.json
no3-brd-tug,no3-brd-tug,"No. 3 Base Repair Depot, IAF",company,military-aerospace,C,true,/research/military-aerospace/company/no3-brd-tug/,2026-08-29,2,no3-brd-tug.json
cus-038,northrop-grumman-centurion-c-ram-variant-cus-038,Northrop Grumman Centurion (C-RAM variant),system,counter-uas,C,true,/research/counter-uas/system/northrop-grumman-centurion-c-ram-variant-cus-038/,2026-08-29,0,northrop-grumman-centurion-c-ram-variant-cus-038.json
mfg-031,northrop-grumman-mfg-031,Northrop Grumman,manufacturer,counter-uas,C,true,/research/counter-uas/manufacturer/northrop-grumman-mfg-031/,2026-08-29,0,northrop-grumman-mfg-031.json
northrop-grumman-space,northrop-grumman-space,Northrop Grumman Space,company,space,B,false,/research/space/company/northrop-grumman-space/,2026-08-30,1,northrop-grumman-space.json
northrop,northrop,Northrop Grumman,company,military-aerospace,C,true,/research/military-aerospace/company/northrop/,2026-08-29,2,northrop.json
nsil,nsil,NSIL,company,space,B,false,/research/space/company/nsil/,2026-08-30,1,nsil.json
nspace-tech,nspace-tech,NSpace Tech,company,space,B,false,/research/space/company/nspace-tech/,2026-08-30,1,nspace-tech.json
mfg-037,openworks-engineering-bordtek-mfg-037,OpenWorks Engineering (Bordtek),manufacturer,counter-uas,C,true,/research/counter-uas/manufacturer/openworks-engineering-bordtek-mfg-037/,2026-08-29,0,openworks-engineering-bordtek-mfg-037.json
optimized-electrotech,optimized-electrotech,Optimized Electrotech,company,space,B,false,/research/space/company/optimized-electrotech/,2026-08-30,1,optimized-electrotech.json
orbitaid-aerospace,orbitaid-aerospace,Orbitaid Aerospace,company,space,B,false,/research/space/company/orbitaid-aerospace/,2026-08-30,1,orbitaid-aerospace.json
def-007,p15b-destroyer-def-007,P15B Visakhapatnam-class Destroyer,platform,defence,A,false,/research/pillars/defence/entity/p15b-destroyer-def-007/,2026-08-29,4,p15b-destroyer-def-007.json
def-008,p17a-frigate-def-008,P17A Nilgiri-class Frigate,platform,defence,A,false,/research/pillars/defence/entity/p17a-frigate-def-008/,2026-08-29,4,p17a-frigate-def-008.json
def-009,p75i-submarine-def-009,Project-75(I) Submarine Programme,platform,defence,A,false,/research/pillars/defence/entity/p75i-submarine-def-009/,2026-08-29,4,p75i-submarine-def-009.json
mfg-004,paras-defence-and-space-technologies-mfg-004,Paras Defence and Space Technologies Limited,manufacturer,counter-uas,A,false,/research/counter-uas/manufacturer/paras-defence-and-space-technologies-mfg-004/,2026-08-29,7,paras-defence-and-space-technologies-mfg-004.json
parker,parker,Parker Hannifin — Aerospace,company,military-aerospace,C,true,/research/military-aerospace/company/parker/,2026-08-29,2,parker.json
piersight,piersight,Piersight,company,space,B,false,/research/space/company/piersight/,2026-08-30,1,piersight.json
def-002,pinaka-mbrl-def-002,Pinaka Multi-Barrel Rocket Launcher,platform,defence,A,false,/research/pillars/defence/entity/pinaka-mbrl-def-002/,2026-08-29,4,pinaka-mbrl-def-002.json
pixxel,pixxel,Pixxel,company,space,B,false,/research/space/company/pixxel/,2026-08-30,2,pixxel.json
planet-labs,planet-labs,Planet Labs,company,space,B,false,/research/space/company/planet-labs/,2026-08-30,1,planet-labs.json
prithvi,prithvi,Prithvi,platform,defence,C,true,/research/pillars/defence/entity/prithvi/,2026-08-30,1,prithvi.json
project-garud,project-garud,Project Garud,platform,space,C,true,/research/space/entity/project-garud/,2026-08-30,0,project-garud.json
pslv,pslv,PSLV (Polar Satellite Launch Vehicle),platform,space,A,false,/research/space/entity/pslv/,2026-08-30,4,pslv.json
pwc,pwc,Pratt & Whitney Canada,company,military-aerospace,B,false,/research/military-aerospace/company/pwc/,2026-08-29,6,pwc.json
def-005,qrsam-def-005,QRSAM (Quick Reaction Surface-to-Air Missile),platform,defence,A,false,/research/pillars/defence/entity/qrsam-def-005/,2026-08-29,4,qrsam-def-005.json
mfg-023,rafael-advanced-defense-systems-mfg-023,Rafael Advanced Defense Systems Limited,manufacturer,counter-uas,A,false,/research/counter-uas/manufacturer/rafael-advanced-defense-systems-mfg-023/,2026-08-29,7,rafael-advanced-defense-systems-mfg-023.json
cus-025,rafael-c-dome-naval-cus-025,Rafael C-Dome (Naval),system,counter-uas,C,true,/research/counter-uas/system/rafael-c-dome-naval-cus-025/,2026-08-29,0,rafael-c-dome-naval-cus-025.json
cus-024,rafael-drone-dome-cus-024,Rafael Drone Dome,system,counter-uas,C,true,/research/counter-uas/system/rafael-drone-dome-cus-024/,2026-08-29,0,rafael-drone-dome-cus-024.json
cus-039,rafael-litening-5-eo-ir-pod-cuas-capable-cus-039,Rafael LITENING-5 EO/IR Pod (CUAS-capable),system,counter-uas,C,true,/research/counter-uas/system/rafael-litening-5-eo-ir-pod-cuas-capable-cus-039/,2026-08-29,0,rafael-litening-5-eo-ir-pod-cuas-capable-cus-039.json
def-011,rafale-india-def-011,Dassault Rafale (India),platform,defence,A,false,/research/pillars/defence/entity/rafale-india-def-011/,2026-08-29,5,rafale-india-def-011.json
ratier,ratier,Ratier-Figeac (Collins Aerospace),company,military-aerospace,C,true,/research/military-aerospace/company/ratier/,2026-08-29,2,ratier.json
cus-035,raytheon-rtx-coyote-block-2-cus-035,Raytheon (RTX) Coyote Block 2,system,counter-uas,C,true,/research/counter-uas/system/raytheon-rtx-coyote-block-2-cus-035/,2026-08-29,0,raytheon-rtx-coyote-block-2-cus-035.json
mfg-029,raytheon-technologies-rtx-mfg-029,Raytheon Technologies (RTX),manufacturer,counter-uas,C,true,/research/counter-uas/manufacturer/raytheon-technologies-rtx-mfg-029/,2026-08-29,0,raytheon-technologies-rtx-mfg-029.json
mfg-027,rheinmetall-mfg-027,Rheinmetall,manufacturer,counter-uas,C,true,/research/counter-uas/manufacturer/rheinmetall-mfg-027/,2026-08-29,0,rheinmetall-mfg-027.json
cus-031,rheinmetall-oerlikon-skynex-cus-031,Rheinmetall Oerlikon Skynex,system,counter-uas,C,true,/research/counter-uas/system/rheinmetall-oerlikon-skynex-cus-031/,2026-08-29,0,rheinmetall-oerlikon-skynex-cus-031.json
mfg-038,robin-radar-systems-mfg-038,Robin Radar Systems,manufacturer,counter-uas,C,true,/research/counter-uas/manufacturer/robin-radar-systems-mfg-038/,2026-08-29,0,robin-radar-systems-mfg-038.json
rocket-lab,rocket-lab,Rocket Lab,company,space,B,false,/research/space/company/rocket-lab/,2026-08-30,1,rocket-lab.json
rr,rr,Rolls-Royce,company,military-aerospace,B,false,/research/military-aerospace/company/rr/,2026-08-29,5,rr.json
cus-036,rtx-high-energy-laser-weapon-system-helws-cus-036,RTX High Energy Laser Weapon System (HELWS),system,counter-uas,C,true,/research/counter-uas/system/rtx-high-energy-laser-weapon-system-helws-cus-036/,2026-08-29,0,rtx-high-energy-laser-weapon-system-helws-cus-036.json
ruag,ruag,RUAG,company,military-aerospace,C,true,/research/military-aerospace/company/ruag/,2026-08-29,2,ruag.json
rudra-arka-bellatrix,rudra-arka-bellatrix,Rudra / Arka (Bellatrix Aerospace),platform,space,B,false,/research/space/entity/rudra-arka-bellatrix/,2026-08-29,5,rudra-arka-bellatrix.json
def-010,s-400-india-def-010,S-400 Triumf (India),platform,defence,A,false,/research/pillars/defence/entity/s-400-india-def-010/,2026-08-29,4,s-400-india-def-010.json
